scan_ts_kst,date,ticker,name,market,sector,bar_date,close,volume,avg_vol20,atr14,market_cap,tech,macro,filing,value,total,consensus,signal,ev,target,hitl,source
2026-08-10T13:32:40.931896+09:00,2026-08-10,NVDA,NVIDIA Corporation,US,반도체,2026-08-07,223.96,105669400,127223715.0,7.83,,84,60,38,58,62,1,HOLD,0.5,6,False,backfill
2026-08-10T13:32:40.931896+09:00,2026-08-10,AAPL,Apple Inc.,US,IT,2026-08-07,313.06,34437200,56337640.0,9.3441,,47,55,53,42,50,0,HOLD,0.09,1,False,backfill
2026-08-10T13:32:40.931896+09:00,2026-08-10,GOOG,Alphabet Inc.,US,인터넷,2026-08-07,353.47,14516700,21404485.0,12.8237,,65,60,35,68,55,0,HOLD,0.04,0,False,backfill
2026-08-10T13:32:40.931896+09:00,2026-08-10,GOOGL,Alphabet Inc.,US,인터넷,2026-08-07,354.3,19859900,32538945.0,13.2286,,65,60,43,68,58,0,HOLD,0.12,1,False,backfill
2026-08-10T13:32:40.931896+09:00,2026-08-10,MSFT,Microsoft Corporation,US,IT,2026-08-07,499.99,28846200,39782970.0,17.4986,,70,55,27,50,51,1,HOLD,0.27,3,False,backfill
2026-08-10T13:32:40.931896+09:00,2026-08-10,AMZN,"Amazon.com, Inc.",US,소비재,2026-08-07,274.48,33861400,50062025.0,9.9857,,87,55,30,50,58,1,HOLD,0.35,4,False,backfill
2026-08-10T13:32:40.931896+09:00,2026-08-10,TSM,Taiwan Semiconductor Manufacturing Compa,US,반도체,2026-08-07,420.04,9159600,15036000.0,16.555,,72,60,57,58,63,1,HOLD,0.51,6,False,backfill
2026-08-10T13:32:40.931896+09:00,2026-08-10,AVGO,Broadcom Inc.,US,반도체,2026-08-07,427.76,14698300,19059690.0,16.205,,59,60,30,43,48,0,HOLD,-0.04,0,False,backfill
2026-08-10T13:32:40.931896+09:00,2026-08-10,META,"Meta Platforms, Inc.",US,인터넷,2026-08-07,592.1,11250300,17251240.0,22.2943,,40,60,35,66,46,0,HOLD,-0.21,-3,False,backfill
2026-08-10T13:32:40.931896+09:00,2026-08-10,TSLA,"Tesla, Inc.",US,소비재,2026-08-07,328.58,39492300,39391970.0,14.9421,,37,55,50,30,43,0,AVOID,-0.42,-5,True,backfill
2026-08-10T13:32:40.931896+09:00,2026-08-10,LLY,Eli Lilly and Company,US,제약/바이오,2026-08-07,1184.0133,2898500,2742540.0,41.3707,,73,60,45,50,59,1,HOLD,0.54,6,False,backfill
2026-08-10T13:32:40.931896+09:00,2026-08-10,MU,"Micron Technology, Inc.",US,반도체,2026-08-07,877.57,34568500,45606305.0,84.6743,,54,60,45,58,53,0,HOLD,0.3,4,False,backfill
