scan_ts_kst,date,ticker,name,market,sector,bar_date,close,volume,avg_vol20,atr14,market_cap,tech,macro,filing,value,total,consensus,signal,ev,target,hitl,source
2026-08-16T12:53:51.927814+09:00,2026-08-16,NVDA,NVIDIA Corporation,US,반도체,2026-08-14,225.16,75680900,120353495.0,6.8414,,72,65,71,58,68,2,WATCH,0.66,8,False,backfill
2026-08-16T12:53:51.927814+09:00,2026-08-16,AAPL,Apple Inc.,US,IT,2026-08-14,305.93,28229400,52617430.0,8.5593,,32,60,68,42,50,0,HOLD,0.01,0,False,backfill
2026-08-16T12:53:51.927814+09:00,2026-08-16,GOOGL,Alphabet Inc.,US,인터넷,2026-08-14,345.9,17808600,31298765.0,11.5886,,35,65,68,68,56,0,HOLD,-0.02,0,False,backfill
2026-08-16T12:53:51.927814+09:00,2026-08-16,GOOG,Alphabet Inc.,US,인터넷,2026-08-14,343.54,10946800,20655045.0,11.0508,,35,65,60,68,53,0,HOLD,-0.11,-1,False,backfill
2026-08-16T12:53:51.927814+09:00,2026-08-16,MSFT,Microsoft Corporation,US,IT,2026-08-14,495.4,16217600,37752185.0,16.9457,,69,60,50,50,59,0,HOLD,0.54,6,False,backfill
2026-08-16T12:53:51.927814+09:00,2026-08-16,AMZN,"Amazon.com, Inc.",US,소비재,2026-08-14,262.65,27251700,47966510.0,9.8257,,87,60,60,50,68,1,HOLD,0.69,8,False,backfill
2026-08-16T12:53:51.927814+09:00,2026-08-16,TSM,Taiwan Semiconductor Manufacturing Compa,US,반도체,2026-08-14,426.35,6324700,12737685.0,14.0586,,76,65,77,58,71,2,WATCH,0.86,10,False,backfill
2026-08-16T12:53:51.927814+09:00,2026-08-16,AVGO,Broadcom Inc.,US,반도체,2026-08-14,392.99,29513600,18103360.0,16.8407,,65,65,60,43,60,0,HOLD,0.3,4,False,backfill
2026-08-16T12:53:51.927814+09:00,2026-08-16,META,"Meta Platforms, Inc.",US,인터넷,2026-08-14,589.85,8758000,15778595.0,21.5643,,50,65,50,66,55,0,HOLD,0.11,1,False,backfill
2026-08-16T12:53:51.927814+09:00,2026-08-16,TSLA,"Tesla, Inc.",US,소비재,2026-08-14,342.27,45437100,39831250.0,11.1957,,52,60,70,30,56,1,HOLD,0.04,0,False,backfill
2026-08-16T12:53:51.927814+09:00,2026-08-16,LLY,Eli Lilly and Company,US,제약/바이오,2026-08-14,1180.16,2274500,2665145.0,43.5584,,69,65,81,50,69,1,HOLD,0.9,11,False,backfill
2026-08-16T12:53:51.927814+09:00,2026-08-16,MU,"Micron Technology, Inc.",US,반도체,2026-08-14,971.66,27881100,41977940.0,75.0478,,80,65,65,58,69,1,HOLD,0.91,11,False,backfill
2026-08-16T12:53:51.927814+09:00,2026-08-16,JPM,JPMorgan Chase & Co.,US,금융,2026-08-14,362.84,5058600,6605410.0,6.1771,,73,60,66,60,66,1,HOLD,0.8,10,False,backfill
2026-08-16T12:53:51.927814+09:00,2026-08-16,WMT,Walmart Inc.,US,소매,2026-08-14,115.27,14520000,21467700.0,2.5621,,72,60,50,29,57,1,HOLD,0.14,2,False,backfill
2026-08-16T12:53:51.927814+09:00,2026-08-16,AMD,"Advanced Micro Devices, Inc.",US,반도체,2026-08-14,514.39,25570300,28502985.0,32.7793,,73,65,65,35,63,1,HOLD,0.73,9,False,backfill
2026-08-16T12:53:51.927814+09:00,2026-08-16,ASML,ASML Holding N.V.,US,반도체,2026-08-14,1844.08,929000,1593020.0,71.4087,,80,65,65,35,66,1,HOLD,0.83,10,False,backfill
2026-08-16T12:53:51.927814+09:00,2026-08-16,V,Visa Inc.,US,금융,2026-08-14,364.15,8106900,6669540.0,7.61,,62,60,63,50,60,0,HOLD,0.53,6,False,backfill
2026-08-16T12:53:51.927814+09:00,2026-08-16,XOM,Exxon Mobil Corporation,US,에너지,2026-08-14,159.07,10231300,13952955.0,3.9359,,87,60,40,58,63,1,HOLD,0.53,6,False,backfill
2026-08-16T12:53:51.927814+09:00,2026-08-16,JNJ,Johnson & Johnson,US,제약/바이오,2026-08-14,260.35,4998100,7275625.0,5.6443,,62,65,56,53,59,0,HOLD,0.55,7,False,backfill
2026-08-16T12:53:51.927814+09:00,2026-08-16,INTC,Intel Corp.,US,반도체,2026-08-14,102.5,95387500,119300345.0,6.8493,,72,65,83,42,69,2,WATCH,0.65,8,False,backfill
